City_ID,City,Lat,Lng,Max Temperature,Humidity,Cloudiness,Wind Speed,Country,Date
353,Opuwo,-18.0607,13.84,19.8,12,0,2.72,NA,1720631927
354,Kegen,43.0197,79.2203,12.0,82,96,1.89,KZ,1720631927
355,Bamboo Flat,11.7,92.7167,27.47,81,97,6.5,IN,1720631927
356,Dalhart,36.0595,-102.5133,31.01,30,0,6.17,US,1720631927
357,Geraldton,-28.7667,114.6,11.23,93,20,3.6,AU,1720631928
358,Massakory,12.996,15.7293,30.82,48,90,4.01,TD,1720631928
359,Ondo,7.1,4.8333,24.34,94,87,2.04,NG,1720631928
360,Salto,-31.3833,-57.9667,12.15,50,75,2.57,UY,1720631877
361,Petropavlovsk-Kamchatskiy,53.0452,158.6483,12.33,100,100,0.0,RU,1720631928
362,Kerikeri,-35.2268,173.9474,11.06,85,56,1.34,NZ,1720631928
363,Mgandu,-5.95,34.1333,18.39,34,39,2.54,TZ,1720631928
364,Cururupu,-1.8283,-44.8683,29.44,65,33,3.07,BR,1720631928
365,Oneonta,42.4529,-75.0638,31.56,78,100,6.57,US,1720631929
366,Jasrasar,28.298,74.8093,35.1,50,66,5.21,IN,1720631929
367,Islamorada,24.9243,-80.6278,32.0,84,50,2.65,US,1720631929
368,Turpan,42.9333,89.1667,35.79,22,96,2.2,CN,1720631929
369,Anse La Raye,13.9333,-61.0333,29.8,82,75,4.12,LC,1720631929
370,Kütahya,39.4242,29.9833,24.57,49,65,4.62,TR,1720631929
371,San Pedro Pochutla,15.7333,-96.4667,28.17,57,91,2.97,MX,1720631929
372,Kinel’-Cherkassy,53.4706,51.4743,21.29,87,4,3.68,RU,1720631929
373,Kharp,66.8014,65.8081,22.29,64,30,2.2,RU,1720631930
374,Masterton,-40.9597,175.6575,9.5,89,97,2.11,NZ,1720631930
375,Hernando,28.5419,-82.4582,33.95,68,0,4.63,US,1720631930
376,Lucas,41.6501,-83.6666,22.98,92,100,7.72,US,1720631930
377,Baotou,40.6522,109.8222,26.11,38,95,1.64,CN,1720631930
378,Umm Ruwaba,12.9061,31.2158,31.09,46,98,1.12,SD,1720631930
379,Port Saint John's,-31.6229,29.5448,19.48,60,86,5.55,ZA,1720631930
380,Santa Ana de Yacuma,-13.75,-65.4333,18.97,55,75,5.14,BO,1720631931
381,Kuna,43.4918,-116.4201,35.09,25,0,2.57,US,1720631890
382,Esim,4.8699,-2.2405,25.39,80,98,4.49,GH,1720631931
383,North Platte,41.1239,-100.7654,29.51,48,0,4.02,US,1720631904
384,Aleg,17.0481,-13.9209,37.82,29,83,5.52,MR,1720631931
385,Ulsteinvik,62.3432,5.8487,18.5,83,100,1.36,NO,1720631931
386,Cooper’s Town,26.8667,-77.5167,29.17,64,40,4.96,BS,1720631932
387,Hadibu,12.65,54.0333,26.76,81,100,7.77,YE,1720631932
388,Alice Springs,-23.7,133.8833,9.75,71,0,3.09,AU,1720631932
389,Yerofey Pavlovich,53.9667,121.9667,18.47,60,73,1.77,RU,1720631932
390,Skowhegan,44.7651,-69.7192,29.61,78,92,2.31,US,1720631934
391,Al Bawīţī,28.3492,28.8659,36.7,18,1,5.12,EG,1720631934
392,Mitú,1.1983,-70.1733,28.59,69,41,1.35,CO,1720631934
393,Papagaios,-19.4492,-44.7478,29.67,25,2,3.06,BR,1720631934
394,Ibanda,0.9268,29.856,17.21,96,100,1.42,CD,1720631938
395,Bengkulu,-3.8004,102.2655,24.55,89,33,1.81,ID,1720631940
396,Puerto Santa,-8.9906,-78.6456,19.42,75,51,4.93,PE,1720631940
397,Xiaoweizhai,26.1903,107.5125,22.58,97,100,2.25,CN,1720631940
398,Waterloo,43.4668,-80.5164,19.32,99,100,2.68,CA,1720631787
399,Cushing,35.9851,-96.767,34.06,33,0,2.57,US,1720631940
400,Sungai Penuh,-2.0833,101.3833,17.84,97,54,0.94,ID,1720631941
401,Muhafazat Ma'rib,15.4591,45.3253,34.06,13,99,3.59,YE,1720631941
402,Conway,35.0887,-92.4421,30.48,62,0,0.45,US,1720631709
403,Tsiombe,-25.3,45.4833,19.02,88,0,2.96,MG,1720631941
404,Valparaíso,-33.0393,-71.6273,14.13,49,0,3.09,CL,1720631750
405,Qulsary,46.9531,54.0198,29.35,25,0,6.0,KZ,1720631941
406,Tommot,58.9564,126.2925,11.91,95,41,0.38,RU,1720631942
407,San Cristobal,7.7669,-72.225,31.1,47,99,3.87,VE,1720631942
408,Marondera,-18.1853,31.5519,11.11,22,0,1.68,ZW,1720631942
409,Daga,27.0753,89.8769,18.5,100,100,0.79,BT,1720631942
410,Saint-Pierre,-21.3393,55.4781,20.87,78,100,5.14,RE,1720631942
411,Harlingen,26.1906,-97.6961,31.78,97,100,5.66,US,1720631942
412,Sumbawa Besar,-8.5,117.4333,20.95,87,100,2.13,ID,1720631943
413,Zeya,53.75,127.2667,12.51,94,11,1.43,RU,1720631943
414,Cidade Velha,14.9167,-23.6167,27.26,57,20,9.26,CV,1720631943
415,Cecerleg,47.475,101.4542,12.33,87,99,1.66,MN,1720631943
416,Buon Ma Thuot,12.6667,108.05,21.67,97,97,1.57,VN,1720631434
417,Necochea,-38.5473,-58.7368,8.72,43,6,5.27,AR,1720631943
418,Agat Village,13.3886,144.6585,28.06,93,20,3.09,GU,1720631943
419,Usogorsk,63.4106,48.6872,16.15,72,43,2.15,RU,1720631944
420,Florida City,25.4479,-80.4792,33.34,62,20,2.06,US,1720631944
421,Ad Dawādimī,24.5077,44.3924,38.64,11,57,4.53,SA,1720631944
422,Oyama,36.3,139.8,29.77,73,100,1.19,JP,1720631944
423,Severo-Yeniseyskiy,60.3725,93.0408,11.13,87,41,0.83,RU,1720631944
424,Lā‘ie,21.6477,-157.9253,25.98,81,16,3.58,US,1720631944
425,Glace Bay,46.1969,-59.957,28.83,65,75,6.69,CA,1720631944
426,Santa Cruz de la Sierra,-17.8,-63.1667,13.7,67,100,5.14,BO,1720631827
427,Ingeniero Jacobacci,-41.3427,-69.5448,1.11,56,63,3.32,AR,1720631944
428,Lázaro Cárdenas,17.9583,-102.2,25.91,83,99,1.49,MX,1720631675
429,Greymouth,-42.4667,171.2,3.74,89,71,2.43,NZ,1720631945
430,Sarh,9.1429,18.3923,27.51,62,83,1.2,TD,1720631945
431,Novyy Urgal,51.0736,132.5642,11.85,98,100,1.98,RU,1720631945
432,Prairie du Chien,43.0517,-91.1412,28.05,65,55,3.03,US,1720631945
433,Kyzyl-Suu,42.3414,78.0056,15.76,75,65,3.41,KG,1720631945
434,Tsarevo,42.1667,27.85,28.31,76,49,1.94,BG,1720631945
435,Nuuk,64.1835,-51.7216,4.34,100,100,4.12,GL,1720631945
436,Laguna,38.421,-121.4238,32.58,58,0,0.45,US,1720631945
437,Acaraú,-2.8856,-40.12,29.23,66,78,9.11,BR,1720631946
438,Maamba,-17.3667,27.15,16.4,31,0,1.55,ZM,1720631946
439,Lesina,41.8594,15.3527,36.48,55,6,3.64,IT,1720631946
440,Kédougou,12.5579,-12.1743,31.32,74,40,2.06,SN,1720631946
441,Ust'-Ilimsk,58.0006,102.6619,18.02,96,99,1.41,RU,1720631946
442,Idiroko,6.6333,2.7333,26.56,77,86,4.67,NG,1720631946
443,Palmer,42.1584,-72.3287,32.14,61,75,5.66,US,1720631802
444,Taltal,-25.4,-70.4833,13.92,68,50,3.24,CL,1720631421
445,Huarmey,-10.0681,-78.1522,20.27,68,22,4.78,PE,1720631947
446,Lerwick,60.1545,-1.1494,12.0,88,100,8.03,GB,1720631947
447,Lagoa,39.05,-27.9833,21.67,73,63,5.88,PT,1720631947
448,Kizil-Arvat,38.9764,56.2757,35.17,16,17,4.87,TM,1720631947
449,Sosnogorsk,63.6023,53.8817,18.13,72,51,4.01,RU,1720631947
450,San Blas,21.5167,-105.2667,30.94,65,79,2.58,MX,1720631947
451,Kolonia Town,6.964,158.206,26.0,100,100,0.0,FM,1720631947
452,Portland,45.5234,-122.6762,28.53,40,20,2.06,US,1720631751
453,Laguna de Perlas,12.3429,-83.6712,26.05,88,99,4.95,NI,1720631948
454,Filingué,14.3521,3.3168,37.63,30,24,2.88,NE,1720631948
455,Keetmanshoop,-26.5833,18.1333,18.38,10,4,5.18,NA,1720631948
456,Stawell,-37.05,142.7667,7.35,75,98,6.28,AU,1720631948
457,Colac,-38.3333,143.5833,8.24,67,100,4.95,AU,1720631883
458,Jiangyou,31.7667,104.7167,23.88,88,99,0.92,CN,1720631948
459,Quelimane,-17.8786,36.8883,23.97,78,20,1.62,MZ,1720631948
460,Itoman,26.1247,127.6694,30.22,94,40,5.14,JP,1720631949
461,Fangshan,39.6983,115.9925,27.11,56,10,0.9,CN,1720631789
462,Kuta,-8.7233,115.1723,26.97,83,40,5.66,ID,1720631949
463,Oranjemund,-28.55,16.4333,15.18,82,4,3.47,NA,1720631949
464,Terme,41.2092,36.9739,24.96,82,81,2.72,TR,1720631949
465,Ta`ū,-14.2336,-169.5144,25.79,75,94,9.97,AS,1720631949
466,Verāval,20.9,70.3667,28.8,85,50,6.12,IN,1720631949
467,Oruzgan,32.8333,66.0,28.83,13,2,2.49,AF,1720631949
468,El Nido,11.1858,119.3956,27.26,82,99,3.51,PH,1720631949
469,Ancud,-41.8697,-73.8203,7.09,86,100,1.04,CL,1720631950
470,Shar,49.5886,81.0453,18.07,66,30,2.54,KZ,1720631950
471,Chepo,9.1667,-79.1,32.23,74,96,3.5,PA,1720631950
472,Pogar,52.554,33.2591,23.93,74,22,4.55,RU,1720631950
473,Villa Gesell,-37.2639,-56.973,8.92,46,0,3.78,AR,1720631632
474,Tevriz,57.509,72.4042,19.23,87,99,2.11,RU,1720631950
475,Port-Vila,-17.7338,168.3219,21.78,94,100,2.06,VU,1720631950
476,Karachi,24.9056,67.0822,30.9,79,75,3.09,PK,1720631712
477,Aripuanã,-9.1667,-60.6333,35.58,28,0,1.0,BR,1720631951
478,Sandnessjøen,66.0217,12.6316,22.29,53,75,2.06,NO,1720631951
479,Konstantinovka,49.6167,127.9833,14.2,69,72,3.14,RU,1720631951
480,Arrondissement de Belley,45.8333,5.6667,26.38,71,62,2.03,FR,1720631951
481,San Vicente,-26.6167,-54.1333,10.92,65,93,1.16,AR,1720631834
482,Boende,-0.2167,20.8667,28.12,57,71,1.07,CD,1720631951
483,Burley,42.5357,-113.7928,28.98,34,0,4.63,US,1720631951
484,Tabuk,17.4189,121.4443,23.99,92,13,1.37,PH,1720631952
485,Novoishimskiy,53.1981,66.7694,19.72,69,66,2.57,KZ,1720631952
486,Twon-Brass,4.3151,6.2418,26.28,79,96,7.0,NG,1720631952
487,Pemangkat,1.1667,108.9667,26.54,82,43,4.07,ID,1720631952
488,Praia,14.9215,-23.5087,27.3,57,20,9.26,CV,1720631952
489,Caleta de Carquín,-11.0925,-77.6267,19.55,69,29,5.5,PE,1720631952
490,Owando,-0.4819,15.8999,29.7,45,89,0.7,CG,1720631952
491,Antofagasta,-23.65,-70.4,14.6,74,62,5.6,CL,1720631776
492,Tarawa,1.419,172.984,27.05,89,20,2.06,KI,1720631953
493,Chikwawa,-16.0335,34.8009,21.14,45,2,1.06,MW,1720631953
494,São Vicente,-23.9631,-46.3919,26.1,26,73,2.82,BR,1720631953
495,Antsohihy,-14.8796,47.9875,23.35,52,6,3.68,MG,1720631953
496,Dondo,-19.6094,34.7431,18.73,77,0,2.78,MZ,1720631953
497,Hilo,19.7297,-155.09,24.04,90,100,1.54,US,1720631953
498,Touros,-5.1989,-35.4608,26.62,78,99,6.64,BR,1720631953
499,Yanchep,-31.55,115.6833,11.64,66,73,4.21,AU,1720631953
500,Pacific Grove,36.6177,-121.9166,18.34,92,75,2.06,US,1720631953
501,Soyo,-6.1349,12.3689,22.07,85,76,4.78,AO,1720631954
502,Zhangatas,43.5667,69.75,28.17,31,30,3.06,KZ,1720631954
503,Brak,27.5496,14.2714,41.53,10,0,7.17,LY,1720631954
504,Nizhnyaya Poyma,56.1622,97.1933,15.4,96,71,1.43,RU,1720631954
505,Yung Shue Wan,22.2333,114.1167,30.38,80,61,5.02,HK,1720631954
506,Aykhal,66.0,111.5,16.2,68,76,1.8,RU,1720631954
507,Mana,5.6592,-53.7767,28.77,71,7,2.66,GF,1720631954
508,Griffith,41.5284,-87.4237,26.73,83,40,5.66,US,1720631954
509,Dunedin,-45.8742,170.5036,7.11,83,0,1.34,NZ,1720631955
510,Aqaba,29.5267,35.0078,35.92,26,0,5.14,JO,1720631955
511,Pundong,-7.9522,110.3486,24.01,88,100,3.39,ID,1720631955
512,Serowe,-22.3833,26.7167,14.82,9,0,1.75,BW,1720631955
513,La Santisima Trinidad,-14.8333,-64.9,15.99,63,75,3.6,BO,1720631955
514,San Clemente,33.427,-117.612,32.25,98,1,2.49,US,1720631955
515,Celestún,20.8667,-90.4,31.39,57,100,1.37,MX,1720631956
516,Aginskoye,51.1,114.53,20.99,51,12,1.1,RU,1720631956
517,Bairnsdale,-37.8333,147.6167,6.23,91,59,2.29,AU,1720631956
518,Baynjiwayn,35.6183,45.9541,27.79,16,33,1.63,IQ,1720631956
519,Nova Viçosa,-17.8919,-39.3719,26.86,62,28,6.37,BR,1720631956
520,San Juan de Miraflores,-12.1629,-76.9635,20.48,75,47,3.83,PE,1720631956
521,Kutum,14.2,24.6667,25.47,55,100,7.74,SD,1720631956
522,Södra Sandby,56.5667,16.6167,20.92,98,100,2.41,SE,1720631957
523,Kralendijk,12.15,-68.2667,32.99,58,40,6.17,BQ,1720631776
524,Kruisfontein,-34.0033,24.7314,14.38,68,53,2.33,ZA,1720631957
525,Broome,42.2506,-75.833,32.25,74,87,4.92,US,1720631957
526,Dashtobod,40.1269,68.4944,29.45,29,36,2.98,UZ,1720631957
527,Dera Ghazi Khan,30.0561,70.6348,41.49,26,33,5.72,PK,1720631957
528,Guarapari,-20.6667,-40.4975,28.83,64,1,4.38,BR,1720631788
529,Sanctuary Point,-35.1114,150.629,11.53,82,2,2.2,AU,1720631957
530,Flint,43.0125,-83.6875,18.16,97,100,7.2,US,1720631958
531,Kayangel,8.0823,134.7173,28.11,77,100,4.66,PW,1720631958
532,Liwale,-9.7667,37.9333,19.1,35,47,2.37,TZ,1720631958
533,Kaa-Khem,51.6833,94.7333,18.86,91,95,2.31,RU,1720631958
534,Vanino,49.0869,140.2543,11.08,98,100,0.55,RU,1720631958
535,Vernon,50.2581,-119.2691,34.05,29,5,1.03,CA,1720631873
536,Bo`ka,40.8108,69.1986,26.4,37,20,3.96,UZ,1720631958
537,San Fernando,15.0286,120.6898,27.85,94,94,0.75,PH,1720631958
538,Taroa,8.7058,171.2275,28.12,81,54,6.61,MH,1720631958
539,Syracuse,37.0881,15.2792,32.77,64,0,3.18,IT,1720631959
540,Saurimo,-9.6608,20.3916,21.94,14,46,1.91,AO,1720631959
541,Callao,-12.0667,-77.15,21.34,72,100,2.57,PE,1720631637
542,Gainesville,29.6516,-82.3248,33.37,65,40,5.66,US,1720631459
543,Queenstown,-31.8976,26.8753,13.21,26,14,6.9,ZA,1720631959
544,Olocuilta,13.5697,-89.1172,29.82,71,0,3.09,SV,1720631959
545,Vila Franca do Campo,37.7167,-25.4333,23.23,62,12,4.11,PT,1720631960
546,Urengoy,65.9667,78.3667,17.83,59,65,4.02,RU,1720631961
547,Egilsstadir,65.2653,-14.3948,20.95,37,0,4.63,IS,1720631961
548,Lucrezia,43.7745,12.9402,33.19,57,1,2.86,IT,1720631961
549,Tyul'gan,52.3405,56.166,17.09,83,54,7.03,RU,1720631961
550,Port Shepstone,-30.7414,30.455,19.48,64,37,4.4,ZA,1720631961
551,Tabou,4.423,-7.3528,25.06,77,89,4.26,CI,1720631961
552,Katabu,-4.9333,122.5167,22.53,89,89,1.44,ID,1720631961
553,Nyurba,63.2842,118.3319,18.37,63,94,1.34,RU,1720631962
554,Astrakhan,46.3497,48.0408,30.93,30,0,1.0,RU,1720631962
555,Semenivka,52.1783,32.5818,24.73,69,50,5.72,UA,1720631962
556,Zakynthos,37.7914,20.8953,35.62,32,20,6.17,GR,1720631962
557,Inarajan Village,13.2736,144.7484,28.08,95,97,4.58,GU,1720631963
558,Sunne,59.8376,13.143,15.23,98,100,4.33,SE,1720631963
559,Muroto-misakicho,33.2833,134.15,26.41,89,100,7.6,JP,1720631963
560,Dubois,38.3464,-86.8897,27.8,62,1,5.25,US,1720631963
561,Colchani,-20.3,-66.9333,5.29,21,0,8.77,BO,1720631963
562,Rosário Oeste,-14.8361,-56.4275,27.97,36,1,1.84,BR,1720631963
563,At-Bashi,41.1702,75.8106,13.7,70,55,2.57,KG,1720631963
564,Arauca,7.0847,-70.7591,31.0,66,40,2.06,CO,1720631964
565,Porto-Novo,6.4965,2.6036,26.33,77,77,5.03,BJ,1720631964
566,Ati,13.2154,18.3353,31.17,44,98,3.04,TD,1720631964
567,Cadale,2.7603,46.3222,25.59,80,88,8.15,SO,1720631964
568,Igarka,67.4667,86.5833,17.59,61,61,3.44,RU,1720631964
569,Saulkrasti,57.2622,24.4147,28.97,58,68,2.97,LV,1720631964
570,Sanguéya,10.7,-14.3667,27.03,82,100,3.54,GN,1720631965
571,Nouadhibou,20.931,-17.0347,24.99,61,5,10.8,MR,1720631965
572,Florø,61.5996,5.0328,19.04,72,75,2.06,NO,1720631965
573,Lauro de Freitas,-12.8944,-38.3272,29.01,61,40,6.17,BR,1720631777
574,Talcahuano,-36.7167,-73.1167,9.82,53,0,2.57,CL,1720631753
575,Ribas do Rio Pardo,-20.4431,-53.7592,20.28,56,77,1.48,BR,1720631965
576,Ulsan,35.5372,129.3167,21.26,98,99,1.47,KR,1720631965
577,Kiruna,67.8557,20.2251,16.51,42,20,2.57,SE,1720631670
578,Novo Aripuanã,-5.1206,-60.3797,36.62,29,2,1.81,BR,1720631966
579,Kenai,60.5544,-151.2583,12.3,89,100,0.0,US,1720631966
580,Patterson,37.4716,-121.1297,27.08,25,0,2.55,US,1720631966
581,Fort St. John,56.2499,-120.8529,23.94,50,40,2.06,CA,1720631966
582,Madalena,41.2162,-8.3345,26.53,75,11,3.74,PT,1720631966
583,Jaithāri,23.2333,78.6167,30.22,69,95,5.07,IN,1720631966
584,Sinop Province,41.7711,34.8709,19.75,84,62,1.04,TR,1720631966
585,Ilebo,-4.3167,20.5833,27.32,20,97,0.67,CD,1720631966
586,Khandyga,62.6667,135.6,14.71,77,99,1.63,RU,1720631967
587,Badarganj,25.674,89.0549,27.99,85,94,2.59,BD,1720631967
588,Revda,56.801,59.9303,18.63,82,33,2.38,RU,1720631967
589,Smithers,54.7804,-127.1743,24.18,41,75,1.03,CA,1720631967
590,Tonghae,37.5439,129.1069,20.43,91,100,1.51,KR,1720631967
591,Durango,24.8333,-104.8333,25.03,43,37,5.46,MX,1720631703
592,Tcholliré,8.4022,14.1698,27.15,73,85,1.86,CM,1720631968
593,Dobryanka,58.4619,56.4165,21.19,71,22,1.38,RU,1720631968
594,Arsin,40.9496,39.9276,25.74,83,75,1.54,TR,1720631968
595,Prince George,53.9166,-122.753,26.69,41,0,4.12,CA,1720631939
